"Year","LMEID","FwCatch","PwCatch","DwCatch"
1950,43,189.429617081,2129.0474353725,4827.3364719014
1950,44,104.866372544,993.543663186,2281.502719169
1950,45,105.735703017,778.6769073227,4017.0543344805
1950,46,3.696449152,5885.742150313,35669.822762785
1950,47,130567.901630915,204485.846747698,420347.896910928
1950,48,42420.786923028,95671.9721674705,185501.500458986
1950,49,236207.565777026,374140.511109645,439854.367380904
1950,50,229506.866223208,181591.236915342,739307.329831013
1950,51,38095.530519345,138532.079370037,255095.033944178
1950,52,33030.828290771,197210.649195481,328641.993961395
1950,53,495.67125304,13622.097672468,109693.816266941
1950,54,148.570184508,4779.7575037645,12593.2075964986
1950,55,0.9630527,10.004347173,433.790471251
1950,56,0,1293.0044912,432.7745664
1950,57,0,1230.0667395,226.96284678
1950,58,2.853751322,7525.023150482,3440.644600714
1950,59,0.989234017,174.318254987,535018.852799043
1950,60,0,1.132496175,61823.277219089
1950,62,185453.797651365,62419.3263157255,53930.0489197665
1950,63,59.561825892,59.302107575,1627.897783765
1950,65,8.706679975,29478.5984203504,36490.7168050315
1950,66,0,0.083178307,7.207632905
1951,1,31.591645349,28567.515237042,28357.247262697
1951,2,201.648602459,376576.247398469,251704.875800676
1951,3,9029.72306352,409669.429609699,191388.117208403
1951,4,0,34180.07203174,88807.994840429
1951,5,171145.140716851,17982.500936718,413865.24250451
1951,6,240.073192132,92141.0507622365,50839.2292371946
1951,7,3654.728489515,279686.850917301,731754.397794218
1951,8,6605.8416172,40066.2763456414,323301.871741277
1951,9,23273.54967011,100157.360596298,876501.459512742
1951,10,174.245240786,1001.954581645,1219.5308296459
1951,11,1647.995831002,70894.332632231,74599.884286899
1951,12,1920.211832887,66007.3747730292,115664.756473094
1951,13,78563.9119052761,80473.1337340814,70828.00331992
1951,14,9423.66807562151,1180.05790104022,48155.2300868568
1951,15,3358.006083456,6744.982911982,41406.0134628016
1951,16,11348.142159331,4529.2266313385,51131.9318967795
1951,17,7795.016204332,10102.6220492592,41296.318844582
1951,18,3725.90449689,26024.8606505199,281411.445907888
1951,19,28.55314513,170.6378187985,50735.4198515845
1951,20,1016.40580794,280774.616774729,684516.296975863
1951,21,0,455193.22597402,318262.350415465
1951,22,32861.493192816,1287049.09696027,594763.524319854
1951,23,24212.615326812,146886.492726118,236504.145441621
1951,24,42490.313279689,128781.643774312,192544.199122483
1951,25,129641.61384216,115653.372230522,403384.645873983
1951,26,517265.5468928,216912.209877785,325917.439781617
1951,27,193584.102953777,93308.492289519,96213.1294264419
1951,28,37700.231572654,225177.752271462,57160.2990607625
1951,29,5807.1342837,567747.448325857,202852.508273282
1951,30,16364.295921477,17544.6491210226,34470.3156671035
1951,31,3271.15938103,8034.959406443,18401.739360148
1951,32,117605.64911504,118079.494510471,327851.808039636
1951,33,27507.925588484,14243.136870295,7100.651961243
1951,34,126556.669332293,218706.868877065,370288.35334528
1951,35,12724.7260510454,233167.532791594,39133.8208762898
1951,36,55797.657997704,364838.002377465,272583.995084803
1951,37,16219.18005875,66927.657559256,22827.222725189
1951,38,22550.105286507,52118.594526899,19131.765818804
1951,39,26.0653244968,988.497404475146,2719.1785388343
1951,40,61.802813779,834.8304758655,2657.0541522505
1951,41,102.531861684,1611.1387782394,8135.272577535
1951,42,107.064869033,2597.98324364035,6297.63809191335
1951,43,247.611959201,2567.0764778845,5187.4518638215
1951,44,128.074180841,1235.577784455,2456.916496404
1951,45,123.794790368,873.0619899657,3899.4127073855
1951,46,7.374448264,6230.2330848925,34238.5452915785
1951,47,152162.24754789,236158.129700975,436578.806483718
1951,48,61195.828371211,120940.710914603,198846.346854197
1951,49,236498.010220421,380096.526695704,443259.167440665
1951,50,248738.55973061,187688.256565937,737474.947117279
1951,51,38676.375224131,143117.575939219,277867.101931049
1951,52,34565.71235744,218659.631828527,424769.39897266
1951,53,577.06054692,15203.404775531,149836.683249343
1951,54,180.050106745,3793.577464547,18849.6501004196
1951,55,0.9630527,12.371613951,460.698147441
1951,56,0,1293.0044912,432.7745664
1951,57,0,1230.0667395,226.96284678
1951,58,2.886269238,7418.3090502775,3382.2898221425
1951,59,4.826140536,330.201134241,596304.095930011
1951,60,0,0.7096334645,69038.0328609595
1951,62,239956.097046163,62393.8010667795,56689.5037877535
1951,63,48.841804138,55.154029544,1721.048156804
1951,65,10.433465602,16477.0727325309,41478.5296484815
1951,66,0,0.311071224,7.004751674
1952,1,37.910928181,28906.9541447295,24113.8355388055
1952,2,5599.408456048,222236.007638502,194608.464979232
1952,3,37856.170233382,280526.94733086,165911.179986313
1952,4,0,25989.8789345895,69723.7401443985
1952,5,219757.261920152,16037.876709831,420058.905636279
1952,6,159.834915264,140132.727541909,47708.3896788146
1952,7,1766.818124722,333611.070372836,733638.777845751
1952,8,6084.0538645,46630.579981893,507472.355730194
1952,9,21650.96761986,113170.096398578,1271810.60748258
1952,10,211.235215478,1468.0903287835,1413.0622341139
1952,11,1725.145938156,65960.932142087,70023.439647698
1952,12,2063.601317434,62635.2669954405,109087.309090599
1952,13,81123.9367904955,87072.9488999696,98111.4569417005
1952,14,7461.70204442565,1801.41180899751,57766.8167713724
1952,15,3325.433127293,8398.2989254685,51432.8958929536
1952,16,11278.092518816,4676.920298826,56373.128581373
1952,17,7761.388648791,9897.12888708679,43383.2275308875
1952,18,3947.23001038,29961.4359629939,484401.974297127
1952,19,30.4628016,352.5807723375,59446.4059640695
1952,20,1239.3220183,283601.363316586,693951.048056219
1952,21,5.239323548,456310.58145767,294263.440874083
1952,22,37300.341609949,1036025.59794891,596956.527874765
1952,23,23747.586066933,152849.867473803,266858.907140419
1952,24,31042.570292242,122217.737411743,208769.32199206
1952,25,141396.44633745,104496.26568342,304809.943923801
1952,26,619372.47100184,239224.860739753,351530.172923713
1952,27,250566.661523827,100092.973678832,98766.5504560355
1952,28,31305.484085221,226473.977629432,62446.691523339
1952,29,4029.5606579,867964.127872482,192369.438800401
1952,30,16781.211412652,19271.2856063536,35258.0587373445
1952,31,3369.98022892,8407.105831228,19376.840517849
1952,32,110896.574240482,123973.473703474,358075.105006413
1952,33,27591.591814676,14449.970613944,7189.413715859
1952,34,121077.408778003,223987.7356007,382607.295675365
1952,35,12294.5714282103,223601.572876781,40291.0473631225
1952,36,59543.989243699,367594.334112994,330518.05147097
1952,37,16927.04019176,69421.909975742,23938.625316319
1952,38,24987.33339355,56055.8636120155,21428.1974850085
1952,39,27.8116260447,1068.93794341483,3093.2499204388
1952,40,66.604729889,890.5989132795,3039.2046728565
1952,41,111.080720923,1856.8609264856,8709.1678413665
1952,42,119.214062647,2754.976104212,6663.579777208
1952,43,228.489154068,2806.092211047,5535.2789229071
1952,44,128.005158539,1218.298921037,2630.937625968
1952,45,139.282075429,945.99188531,3764.026938462
1952,46,11.03399734,6238.054986604,35665.297496597
1952,47,160351.393878673,258659.402414734,475321.733201401
1952,48,67101.173566163,142065.565432848,223591.49639951
1952,49,236919.149972508,386396.709343482,445122.681675036
1952,50,250988.04085991,189622.527175131,724188.26015642
1952,51,38632.296860608,143860.653974244,275347.705900996
1952,52,34060.387991061,223107.568833903,363103.689440089
1952,53,546.235396963,15845.506027526,128117.260669225
1952,54,163.847241333,4079.301115196,13618.2185993772
1952,55,0.9630527,12.675477793,486.671432526
1952,56,0,1293.0044912,432.7745664
1952,57,0,1230.0667395,226.96284678
1952,58,3.20824659,7290.1443907805,3344.8191292225
1952,59,0,200.141790452,601098.023783904
1952,60,1.76351875,6.467079913,49432.142441944
1952,62,202482.677564459,62853.627740317,57730.538835307
1952,63,39.475461413,58.089057266,1833.084174424
1952,65,12.781172693,16945.6878406515,35403.3356199965
1952,66,0,0.3894257105,206.6116149855
1953,1,40.992628309,20865.108231058,20254.015452025
1953,2,3543.006550712,319042.116684476,219889.463137393
1953,3,50001.886322357,209662.471863447,154093.241815107
1953,4,0,25914.6016375365,70269.1467298765
1953,5,208917.913409859,14753.15033897,462667.645111006
1953,6,276.060791234,100699.768742393,51461.7385069356
1953,7,3794.340955796,449934.911913969,629850.471375499
1953,8,6104.42558669,39518.3307908674,552184.017246749
1953,9,22095.88983122,93757.0781925379,1346208.93995759
1953,10,189.293145701,1842.2686588255,1241.3734578851
1953,11,2098.266014914,63016.2297818235,76176.0858396555
1953,12,2135.478572126,71622.7771988818,111974.156190015
1953,13,110330.003502467,72718.850834131,97261.449743285
1953,14,8265.51869235624,2692.56235891635,62771.5150836967
1953,15,3216.351933085,7139.511361136,36049.6763980525
1953,16,10948.364512786,4556.623859958,50683.802072525
1953,17,7606.865418695,10556.0328976754,45138.874075114
1953,18,4448.19702351,22980.4318588199,414559.324183805
1953,19,26.73826393,163.843096732,67420.118748866
1953,20,1064.2171555,177938.620896342,531771.775101968
1953,21,0,269266.637244842,229507.285743217
1953,22,44768.982395541,1296328.64823291,616580.727588922
1953,23,25180.802465542,193711.182981099,205590.765711446
1953,24,43863.269568368,208409.858022701,244124.000473928
1953,25,154613.5077284,142343.168787803,301047.79147797
1953,26,523661.03455331,230524.858486363,352547.29626065
1953,27,256635.753666193,105681.707454573,92277.2993874404
1953,28,37826.115356352,242540.617122036,67246.9614440675
1953,29,4400.0656605,934566.723877982,210682.196206217
1953,30,17215.826582062,18732.0452234671,36132.193049327
1953,31,3562.86479601,9797.1163007971,22561.816151921
1953,32,216762.554351009,141284.124782834,408052.731933818
1953,33,27622.375222348,14646.203144787,7277.31686883
1953,34,126712.950400146,218517.822689682,389294.526552142
1953,35,11624.4928761815,223985.760411974,40837.7398040943
1953,36,61550.182454778,370636.947330413,335770.188811743
1953,37,17245.93941541,70142.661301615,24336.0450254
1953,38,25701.871177404,56498.103699088,22064.981094974
1953,39,29.5579179014,1253.38148380952,3298.5803694293
1953,40,71.406645999,2684.788076866,3201.506414355
1953,41,119.62958015,2448.6624503069,9276.817980976
1953,42,153.978281289,3066.444510889,7061.85987564
1953,43,209.547790345,3302.5466216835,5759.9300030967
1953,44,127.864997953,1232.463785472,2739.778290607
1953,45,154.766999959,1035.5610996055,4207.3320425415
1953,46,11.00632228,6632.175951145,37054.861894569
1953,47,145679.41509788,295466.149122004,475716.537617383
1953,48,53567.529333907,140970.515305824,224022.384452088
1953,49,274444.987346938,438265.458565653,457140.640162006
1953,50,254568.770269696,217550.872239694,754517.752469085
1953,51,41159.965907689,152488.797366916,300350.589970585
1953,52,35943.917030499,210698.430230967,427419.783531334
1953,53,544.99867303,13748.736824685,154716.849211136
1953,54,139.772793585,3343.580617677,16144.4650581111
1953,55,1.155663241,12.978852727,512.537266386
1953,56,0,1293.0044912,432.7745664
1953,57,0,1230.0667395,226.96284678
1953,58,2.941843898,7150.624325242,3248.551057926
1953,59,0.101781316,273.7824476555,691710.879559343
1953,60,0,0.0262738101,45984.563940761
1953,62,187046.908210137,56718.6704878445,54199.7949505845
1953,63,38.944316977,47.05592061,1931.827979653
1953,65,13.900644015,12177.2490628121,29440.3936329175
1953,66,0,0.3573538245,111.3321757505
1954,1,42.758662265,18339.8735039575,30622.5779588835
1954,2,2762.327964713,389540.478368827,208178.402345955
1954,3,28431.07352112,278761.237735307,158250.962869526
1954,4,0,28803.281187733,63471.877781739
1954,5,191909.560480931,29931.295274484,487545.276135119
1954,6,218.350797257,102190.722966786,47722.4814477593
1954,7,2814.907752623,481285.228564561,691687.719708265
1954,8,6623.75942011,41510.7825065943,685192.303723428
1954,9,24139.73902325,97369.7459936129,1694025.92804991
1954,10,203.885597553,1917.711779297,1304.9345381703
1954,11,2230.833496587,71518.7399898212,75656.9046617233
1954,12,2407.622065008,80057.9446305476,109934.620103008
1954,13,119232.843676072,86621.6911153495,91585.2241662555
1954,14,11362.1629861992,3184.05960127435,67104.4244187782
1954,15,3051.286270237,9830.5466982725,47881.3526529755
1954,16,10254.627721959,4396.243430962,55864.025516662
1954,17,7469.61380105,10545.2953520034,47982.692593725
1954,18,5135.62118184,22828.4423561553,488669.558488341
1954,19,32.85998917,202.2439857215,69610.762642056
1954,20,1129.2817917,344453.729366043,570710.279056921
1954,21,2.544972367,631437.002958399,227473.6646549
1954,22,73194.877434879,1408762.73542453,643515.450394395
1954,23,23674.807836099,213461.122933927,220572.690816324
1954,24,52696.645032155,173279.973959075,234920.201116418
1954,25,172879.51449892,124913.895415477,319817.573377044
1954,26,538952.40339546,234247.553129486,352514.691253284
1954,27,211957.337385217,101579.504480621,91095.298960584
1954,28,32246.02227921,249448.187705956,70282.034188404
1954,29,5084.6772605,893787.566654788,214998.720251655
1954,30,17662.511828396,20768.4627071895,37420.2164584815
1954,31,3628.17779705,10070.845362304,22493.584035717
1954,32,199022.41179584,170922.92632345,415205.666085536
1954,33,27644.307151474,14945.4931659133,7437.578971567
1954,34,132235.495947498,241160.95727527,394839.706034552
1954,35,11604.5411479237,244314.674301063,43039.3347721122
1954,36,129876.076760443,457984.442049465,396857.683055684
1954,37,19434.43011911,79412.391908021,29086.393301439
1954,38,27197.211630057,62079.711170979,23417.133104717
1954,39,31.3042278354,1394.16321401058,3344.4705251583
1954,40,76.208562099,9010.054185693,3281.826428633
1954,41,113.166456074,4406.9385553612,8984.4740550455
1954,42,144.292098769,2866.868571334,7004.666061446
1954,43,214.101921283,3585.9471360687,5932.6937223898
1954,44,132.642691325,1279.805509782,2830.278752109
1954,45,171.119553506,1115.752091894,4014.432173055
1954,46,12.80842175,6869.2693686545,34029.7491851825
1954,47,171758.207154386,296786.38921485,498979.699527755
1954,48,46132.788438326,167580.056141269,240434.007947826
1954,49,288620.166440317,448545.393541002,472968.236613358
1954,50,255898.501346597,207380.161056337,753539.294141788
1954,51,40283.824629809,153605.969881281,310385.687500319
1954,52,34441.722433225,177472.606441919,416851.726186245
1954,53,474.08907568,10606.591134788,157380.026184602
1954,54,147.629168275,2852.6716580895,14827.9075800597
1954,55,1.155663241,13.580031959,542.041898893
1954,56,0,1293.0044912,432.7745664
1954,57,0,1230.0667395,226.96284678
1954,58,3.04943644,7021.5012706735,3194.8065460535
1954,59,0,448.4702464825,690120.915656572
1954,60,6.046350001,47.376636204,54049.12675626
1954,62,154148.02681397,84768.434337652,60086.867612004
1954,63,38.278110215,44.547001577,2087.30057379
1954,65,14.521082771,10649.4186149627,37865.6110332715
1954,66,0,0.397508869,86.245314303943
1955,1,55.823913393,23581.8163760535,26181.9896957685
1955,2,3107.263946177,320987.646698609,183261.269601212
1955,3,32895.175194134,263978.501915944,171910.815694154
1955,4,0,15182.7115900615,72885.1709383735
1955,5,229835.714461343,29224.7443721105,452863.858061094
1955,6,222.914519985,111475.796211508,47024.1365262624
1955,7,2886.498132623,479358.376417357,739179.569598532
1955,8,6039.39609152,40561.0259683631,750315.271850277
1955,9,21912.71816053,93505.5671295556,1795674.35224681
1955,10,248.592710935,1370.1054066895,1316.6152741412
1955,11,2533.008218443,59778.6800950142,89644.845354969
1955,12,3050.378253588,123608.681469261,115877.330632998
1955,13,154242.025491225,112723.510618198,132292.45368294
1955,14,14993.5438544597,4561.66362854314,65789.4147403556
1955,15,3437.837682617,8814.01945729865,51004.3771313403
1955,16,11673.045931149,4940.193176152,59118.842880829
1955,17,8455.537225439,13503.5904136655,50988.6482262755
1955,18,4467.52862159,21384.0874549376,511381.625433274
1955,19,29.58369214,211.5985130645,85667.006154508
1955,20,1533.020822,261004.060122763,1465296.51551232
1955,21,0,484199.729926449,282938.061176744
1955,22,73556.686862578,1121196.84543436,684920.038534258
1955,23,27386.270046882,220724.90243043,220358.765460244
1955,24,39806.603623403,69753.4873417485,255624.549228155
1955,25,159612.59507025,130804.736347169,368771.29696465
1955,26,561470.78162666,240028.674348921,356797.58858896
1955,27,212065.003428582,126118.746886754,111374.097901488
1955,28,31897.4334728,256057.228896102,73715.3431262575
1955,29,8384.3902972,831049.174315125,272522.771171157
1955,30,18139.149796071,20355.3751293415,38333.6644363855
1955,31,3724.50060938,11286.298694559,23595.951263017
1955,32,205909.237736845,178471.85649863,490456.283009112
1955,33,27689.339229715,14800.9655466663,7552.215500861
1955,34,151742.886240515,239031.463725476,399917.320959875
1955,35,12377.9339947998,256211.662728918,44855.2203633642
1955,36,125706.85259614,527244.836929691,455575.486438613
1955,37,20020.44758487,81819.49203478,30102.469517903
1955,38,27879.195712221,63662.2538538547,23967.9555026415
1955,39,33.1416428126,1319.92029681529,3242.7319969698
1955,40,81.171930227,2048.505256118,3169.196421834
1955,41,107.48786571,2738.2925994472,8830.155617474
1955,42,142.530285047,2732.6384684135,7208.4372715415
1955,43,217.616986893,3607.3942421596,6204.8519204609
1955,44,136.745064771,1314.765387692,2965.755630117
1955,45,186.78158449,1156.4242230785,4289.0906399625
1955,46,616.317432034,7569.8418525645,38956.8012261275
1955,47,177067.244394524,283187.949146917,524243.293577898
1955,48,81053.366807139,180215.792127556,242462.212329995
1955,49,261003.845176084,535384.502735156,507789.508894844
1955,50,273200.081585842,203874.558776495,827923.887827734
1955,51,38127.411377819,214681.116192802,363937.972809572
1955,52,37161.271220127,215425.841586439,506094.784765594
1955,53,581.706267339,11881.094024037,197350.058415686
1955,54,263.445309837,3186.5781583575,16296.4903059229
1955,55,1.155663241,13.915547256,570.33962507
1955,56,0,1293.0044912,432.7745664
1955,57,0,1230.0667395,226.96284678
1955,58,3.647138206,6900.901067851,3185.083524273
1955,59,438.4016879,352.6053881905,638490.592182933
1955,60,7.054075001,51.9844202539,70270.8843489735
1955,62,93421.460539139,72498.540971296,52577.539171229
1955,63,36.210704408,42.534105122,2190.73516902
1955,65,20.311297016,13585.6087084479,29768.915602635
1955,66,0,0.3466631955,129.280055338443
1956,1,64.010653918,39680.665703131,33546.784595061
1956,2,4304.151644534,504448.779563076,170602.917870512
1956,3,43112.081714003,302074.087553019,174045.347940043
1956,4,0,21615.513668139,78181.278498704
1956,5,267656.094813696,31138.510234073,430468.717208405
1956,6,189.588295189,159338.607408022,47708.487997311
1956,7,2257.128245687,532469.602373927,758175.653881078
1956,8,5948.8909654,39480.8998792031,815583.092519846
1956,9,21523.60839999,90037.9688713999,1913104.9827855
1956,10,303.278628094,1302.1949912265,1488.5160124066
1956,11,4455.775211219,69226.7515868723,100030.122170376
1956,12,3754.543739858,121256.792044587,116692.435521122
1956,13,205631.965162242,128325.844457348,121662.689749617
1956,14,12413.5270689712,6119.26290142765,62306.8591621822
1956,15,4202.99510581,9331.23418417,54525.9456945117
1956,16,14175.911117682,5304.959599278,63993.60774597
1956,17,10376.261519908,13216.100585475,54978.9894536035
1956,18,4462.85358504,20208.8104584079,488447.90980725
1956,19,25.40923467,248.0025848455,106962.639693018
1956,20,1641.5138992,335060.307446968,1603809.23158422
1956,21,0,612407.876047915,352651.906520565
1956,22,55398.40322115,1216059.16447976,689006.322667214
1956,23,24020.363476898,218756.693352552,253702.702331663
1956,24,66858.269660205,112888.015055365,258093.856268465
1956,25,177082.66550734,128083.06955778,320960.646304401
1956,26,574128.68396239,230137.539354301,360370.738215874
1956,27,241485.504765002,123545.057800528,101360.854148447
1956,28,42024.85131175,274766.294699262,83039.857117671
1956,29,18236.7851812,903866.687224571,312238.992478667
1956,30,18608.192922456,19209.9403770095,38880.3905545055
1956,31,3816.04611822,11842.630697452,24032.36435399
1956,32,183245.331586962,213337.518372098,527263.769589714
1956,33,24057.871562459,15037.2857392087,7462.174016467
1956,34,155833.455180558,275705.771905204,405714.870050938
1956,35,12452.8251414591,264314.400794576,46258.5098563851
1956,36,130472.676776749,549303.579430858,508356.615585966
1956,37,20334.6233895,83174.080278955,30454.881668059
1956,38,28395.988795592,64929.9371327015,24286.0751410355
1956,39,36.759734844,1623.21493749459,3646.6207746322
1956,40,87.956135608,2676.1834506275,3553.3777796435
1956,41,112.851783904,2158.8850519673,8849.621823372
1956,42,212.243525692,3884.31520044768,7299.54721021269
1956,43,247.396949119,4385.2441801798,6371.8632083278
1956,44,145.588344744,1410.0745268935,3050.6463122395
1956,45,202.223858222,1294.63466307515,4375.18159470615
1956,46,635.13628052,7930.221704059,39420.804993453
1956,47,234005.802764215,309152.969500524,579744.498846413
1956,48,109420.569915615,180495.220743622,283568.712343634
1956,49,266321.664262702,455596.652327944,513419.622405355
1956,50,314517.487504157,208562.279880784,891999.391990187
1956,51,45157.533845704,164707.737737658,396952.238665243
1956,52,48950.92106232,214072.427505778,546002.31997382
1956,53,812.938678127,13957.275384621,215525.107851661
1956,54,293.173240582,4307.623473994,17474.9244823095
1956,55,1.155663241,14.251062553,598.217414643
1956,56,0,1293.0044912,432.7745664
1956,57,0,1230.0667395,226.96284678
1956,58,3.80692647,6778.769423748,3130.422726401
1956,59,287.6074854,243.3983013215,603569.289909287
1956,60,0,18.0820813905,54846.1594310235
1956,62,80194.462271297,91758.8756594315,58600.8501549915
1956,63,36.546120845,40.95385305,2667.089343761
1956,65,23.727925189,22956.46071736,35411.1298895835
1956,66,0,0.422670959,87.812144715858
1957,1,69.3976643,36646.340715261,29366.047484873
1957,2,4870.659794569,318119.69801752,189615.256848975
1957,3,33742.335278162,243683.224770103,170632.690468683
1957,4,0,5784.2886496645,75043.9894482485
1957,5,173646.414444646,36728.5330513065,366559.993395605
1957,6,266.078843297,127889.943601401,49011.1993358087
1957,7,3696.675011558,519466.591736188,746746.820011433
1957,8,4940.7825684,40562.558666917,876150.400347845
1957,9,17459.27494348,95600.0155265105,2007279.26257006
1957,10,257.067723237,1262.693266116,1248.6210119181
1957,11,8289.66594762,49609.631773252,106235.966195272
1957,12,5076.054024003,128076.251364475,125639.592379388
1957,13,416438.470218704,103199.946817467,127130.596232991
1957,14,10284.5874965835,8277.94598794558,63597.0965738888
1957,15,3951.987659072,7510.258181297,49766.4081270222
1957,16,13653.954627002,5294.8334064315,62425.3980609945
1957,17,9816.701375157,14512.9025841579,55368.9618815095
1957,18,3084.38315981,22303.0694426941,510018.619454844
1957,19,26.92523613,266.7210295365,134669.832023903
1957,20,1435.4656017,342515.069550231,1015479.21632019
1957,21,0,638092.094477918,280718.548825243
1957,22,46147.595897841,1280482.09040911,769953.820712387
1957,23,37386.280611742,187956.296191228,299530.218980109
1957,24,41949.679287618,137984.876707789,281113.32653839
1957,25,195677.26920013,124185.822318002,349782.978222644
1957,26,516415.00144812,232754.303882913,355981.379379608
1957,27,300588.414938135,140115.000576568,108833.894049846
1957,28,48515.48950911,293112.099129645,94792.2401930505
1957,29,17834.56217492,1046960.06036388,235055.997695978
1957,30,19085.603302641,20849.5815594465,39813.3459488895
1957,31,3902.2870222,11112.98145574,24279.235345301
1957,32,355008.030899447,183391.641705278,526722.848248529
1957,33,20635.456423791,15455.1648903665,8582.736948818
1957,34,157313.10176014,260378.875316415,411531.211866737
1957,35,12736.9980971413,281752.060033785,49633.1323820001
1957,36,124331.188342323,579163.867016015,509868.319232707
1957,37,19851.7332617,81477.732769658,29053.564720132
1957,38,27730.395091554,63392.5920232955,23738.0413922385
1957,39,39.640641305,1797.53089944421,3653.0020741058
1957,40,94.11941905,6307.3754894415,3566.7401986695
1957,41,122.248286556,3909.5380971596,9600.482997679
1957,42,329.606904805,5450.25132694405,7897.57661567405
1957,43,255.19214889,5694.93918148685,6719.49008002785
1957,44,154.015775603,1568.5859758927,3221.0163532377
1957,45,217.432680101,1409.70537506155,4498.18974069855
1957,46,639.459045376,9267.1274688215,40718.0941623435
1957,47,268747.821553463,320040.476677977,596024.664490985
1957,48,119734.214486726,182230.418938318,245759.233130748
1957,49,319764.215892503,539147.893942427,589675.852437703
1957,50,376947.869869919,246421.837990869,966352.974733856
1957,51,48820.721329205,217159.429548744,433590.685826475
1957,52,50796.687901134,360040.355232032,591423.845423208
1957,53,979.421805322,25082.218682619,230237.242185708
1957,54,243.816300243,5107.366093789,16798.6763485027
1957,55,1.155663241,14.586577851,628.109324712
1957,56,0,1293.0044912,432.7745664
1957,57,0,1230.0667395,226.96284678
1957,58,3.503459185,6650.930426021,3033.045566991
1957,59,0.393188755,524.528780354,588740.574054793
1957,60,0,28.602703072,61536.040952236
1957,62,71129.281223221,87068.813541684,50789.561477782
1957,63,30.797234348,43.524469236,2801.673518971
1957,65,25.506853646,21038.2081113283,29319.8658217695
1957,66,0,0.399203725,112.987373999
1958,1,74.895453713,25916.4137148595,49422.7891943145
1958,2,316.443718773,453932.099207367,192554.879345301
1958,3,9739.53679234,246493.241273624,172313.215187348
1958,4,0.091194386,8073.9919777875,89541.6435322035
1958,5,212123.066101814,38610.3325332195,376215.762554928
1958,6,204.508870125,122993.926550969,45235.8782688867
1958,7,2688.318403792,445679.737621445,787015.792008315
1958,8,4365.0118516,42076.6359549346,939098.499005994
1958,9,15082.75089025,100316.264575226,2083519.85194836
1958,10,222.813087893,1370.7577892815,1168.6235850859
1958,11,14288.862962601,62159.2549329575,134357.740025717
1958,12,5726.675198851,116073.878505198,132512.155781379
1958,13,874474.453242002,116838.620092793,128821.016844313
1958,14,12510.5350573605,7793.92174546476,66582.4225053797
1958,15,3766.455574214,9430.307202491,53251.9614262339
1958,16,13104.483401568,5393.208390951,64739.775193838
1958,17,9306.675894998,14267.5495593609,58141.895391891
1958,18,2480.13861117,25626.3574870774,642578.069887041
1958,19,27.39162291,710.6475233385,170581.904877136
1958,20,82139.8434989,327904.979926487,921840.214709934
1958,21,8530.964714,547777.613956339,304804.352673988
1958,22,38834.291699955,1168603.83112033,755999.121321469
1958,23,50063.821202801,201922.00625696,251554.06536946
1958,24,54349.703405912,156649.91782142,285441.429571413
1958,25,236857.94765918,116418.727030778,333992.041485247
1958,26,515003.40697085,228091.172469488,360991.250015523
1958,27,357687.819849686,161553.678999019,121538.528941253
1958,28,43377.67783026,303571.316684882,101953.235983312
